Market Place,Account Holder,Account,Psp Reference,Payment Psp Reference,Payment Merchant Reference,Capture Psp Reference,Capture Merchant Reference,Payout Psp Reference,Chargeback Psp Reference,Booking Date,TimeZone,Description,Main Currency,Main Amount,Record Type,Balance Currency,Pending (BC),Balance (BC),Exchange Rate,Bank account details,US State,Refund terms,Reserved5,Reserved6,Reserved7,Reserved8,Reserved9,Reserved10
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,HQTJ9DTL38N9TQ82,WPJNXR4RDHXXGN82,40dOnhLARZPeGWyEFiyuEZ-7TRhCQTsufCwk4JClhn90o-55ok8sowUpdhGRP55uFeml,KCF92LDZBPCSKK65,40dOnhLARZPeGWyEFiyuEZ-7TRhCQTsufCwk4JClhn90o-55ok8sowUpdhGRP55uFeml-capture,,,2024-03-03 19:43:46,PST,40dOnhLARZPeGWyEFiyuEZ-7TRhCQTsufCwk4JClhn90o-55ok8sowUpdhGRP55uFeml-capture,USD,99.99,PendingCredit,USD,99.99,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,DLTJ9DTL38N9TQ82,D7V3WR4RDHXXGN82,6vaxwf1KVtWwOiIDLkh2dx-0BAKwWB4BKtuYNwLJ21Oko-1L4WEMnpmxSy15M3nNkQ7l,ZW4SXM6HC685XM65,6vaxwf1KVtWwOiIDLkh2dx-0BAKwWB4BKtuYNwLJ21Oko-1L4WEMnpmxSy15M3nNkQ7l-capture,,,2024-03-03 19:43:46,PST,6vaxwf1KVtWwOiIDLkh2dx-0BAKwWB4BKtuYNwLJ21Oko-1L4WEMnpmxSy15M3nNkQ7l-capture,USD,50.00,PendingCredit,USD,50.00,0.00,,,,,,,,,,
AffiniPayLLC,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP,8516348271525994,XRTJ9DTL38N9TQ82,C9FN3DKB8FBSMRT5,6nLJoIh8DnHHb8VfWPLTA8-1f8WoZ3KyOkCKFeatE3XOt-5LBCE5vyNZ2kd2NIRqLJsm,WQW9VM6HC685XM65,6nLJoIh8DnHHb8VfWPLTA8-1f8WoZ3KyOkCKFeatE3XOt-5LBCE5vyNZ2kd2NIRqLJsm-capture,,,2024-03-03 19:43:46,PST,6nLJoIh8DnHHb8VfWPLTA8-1f8WoZ3KyOkCKFeatE3XOt-5LBCE5vyNZ2kd2NIRqLJsm-capture,USD,20.02,PendingCredit,USD,20.02,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,CRTJ9DTL38N9TQ82,VF948N6HC685XM65,6nLJoIh8DnHHb8VfWPLTA8-1f8WoZ3KyOkCKFeatE3XOt-2YtRVImu2ecbRdXJ7KZ2TT,ZCNKBRGNKMQ7C782,<auto>,,,2024-03-03 19:43:46,PST,Payment with empty split data - Payment with empty split data,USD,-21.00,PendingDebit,USD,-21.00,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,RQTJ9DTL38N9TQ82,K6DSL3QJT3RZNN82,7dIUTfpduMQqOfKNYbO86Z-22MSmRQI3pmQ257zkaDOG0-1MxekQbauvYJ0MoOPkT27U,ZG6TTM6HC685XM65,7dIUTfpduMQqOfKNYbO86Z-22MSmRQI3pmQ257zkaDOG0-1MxekQbauvYJ0MoOPkT27U-capture,,,2024-03-03 19:43:46,PST,7dIUTfpduMQqOfKNYbO86Z-22MSmRQI3pmQ257zkaDOG0-1MxekQbauvYJ0MoOPkT27U-capture,USD,99.99,PendingCredit,USD,99.99,0.00,,,,,,,,,,
AffiniPayLLC,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP,8516348271525994,NRWLC9F28WK7C782,ZM395DKB8FBSMRT5,6nLJoIh8DnHHb8VfWPLTA8-1f8WoZ3KyOkCKFeatE3XOt-2tNG4mJqsQ2kFN6wa1PwLy,PKTJWKDZBPCSKK65,6nLJoIh8DnHHb8VfWPLTA8-1f8WoZ3KyOkCKFeatE3XOt-2tNG4mJqsQ2kFN6wa1PwLy-capture,,,2024-03-03 19:43:46,PST,6nLJoIh8DnHHb8VfWPLTA8-1f8WoZ3KyOkCKFeatE3XOt-2tNG4mJqsQ2kFN6wa1PwLy-capture,USD,20.02,PendingCredit,USD,20.02,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,JSTJ9DTL38N9TQ82,S3BNRR4RDHXXGN82,7dIUTfpduMQqOfKNYbO86Z-22MSmRQI3pmQ257zkaDOG0-3aryskNILcJG45rL4jVtYj,DFN35PT363LWFL65,7dIUTfpduMQqOfKNYbO86Z-22MSmRQI3pmQ257zkaDOG0-3aryskNILcJG45rL4jVtYj-capture,,,2024-03-03 19:43:46,PST,7dIUTfpduMQqOfKNYbO86Z-22MSmRQI3pmQ257zkaDOG0-3aryskNILcJG45rL4jVtYj-capture,USD,50.00,PendingCredit,USD,50.00,0.00,,,,,,,,,,
AffiniPayLLC,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP,8516348271525994,PTWLC9F28WK7C782,KXXBFSBRB8PQ7RT5,6nLJoIh8DnHHb8VfWPLTA8-1f8WoZ3KyOkCKFeatE3XOt-0KaUMEfIMpWBNnHHhyAHrl,JGSPNR79RS9JFH65,6nLJoIh8DnHHb8VfWPLTA8-1f8WoZ3KyOkCKFeatE3XOt-0KaUMEfIMpWBNnHHhyAHrl-capture,,,2024-03-03 19:43:46,PST,6nLJoIh8DnHHb8VfWPLTA8-1f8WoZ3KyOkCKFeatE3XOt-0KaUMEfIMpWBNnHHhyAHrl-capture,USD,20.02,PendingCredit,USD,20.02,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,TSWLC9F28WK7C782,NV8FGPT363LWFL65,6nLJoIh8DnHHb8VfWPLTA8-1f8WoZ3KyOkCKFeatE3XOt-08r66NXeB3NHjO45e2awiT,CG5N9RGNKMQ7C782,<auto>,,,2024-03-03 19:43:46,PST,Payment with empty split data - Payment with empty split data,USD,-21.00,PendingDebit,USD,-21.00,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,FTWLC9F28WK7C782,X3BHDDKPVKF4QM65,6nLJoIh8DnHHb8VfWPLTA8-1f8WoZ3KyOkCKFeatE3XOt-3gFVoW5SjRQrRmDnXY3tPr,MK5N9RGNKMQ7C782,<auto>,,,2024-03-03 19:43:46,PST,Payment with empty split data - Payment with empty split data,USD,-21.00,PendingDebit,USD,-21.00,0.00,,,,,,,,,,
AffiniPayLLC,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP,8516348271525994,LSWLC9F28WK7C782,NK8K6TFNJS794WT5,6nLJoIh8DnHHb8VfWPLTA8-1f8WoZ3KyOkCKFeatE3XOt-1avHryHmZ2uXkBWMbUxgAM,ZWMLJFRHBQG5HW65,6nLJoIh8DnHHb8VfWPLTA8-1f8WoZ3KyOkCKFeatE3XOt-1avHryHmZ2uXkBWMbUxgAM-capture,,,2024-03-03 19:43:46,PST,6nLJoIh8DnHHb8VfWPLTA8-1f8WoZ3KyOkCKFeatE3XOt-1avHryHmZ2uXkBWMbUxgAM-capture,USD,20.02,PendingCredit,USD,20.02,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,SQWLC9F28WK7C782,ZTQM964QGTGLNK82,6vaxwf1KVtWwOiIDLkh2dx-0BAKwWB4BKtuYNwLJ21Oko-3yDHwbjLLRWMwUeMIOaOhx,KD5X8PT363LWFL65,6vaxwf1KVtWwOiIDLkh2dx-0BAKwWB4BKtuYNwLJ21Oko-3yDHwbjLLRWMwUeMIOaOhx-capture,,,2024-03-03 19:43:46,PST,6vaxwf1KVtWwOiIDLkh2dx-0BAKwWB4BKtuYNwLJ21Oko-3yDHwbjLLRWMwUeMIOaOhx-capture,USD,99.99,PendingCredit,USD,99.99,0.00,,,,,,,,,,
AffiniPayLLC,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP,8516348271525994,DRNHDDTL38N9TQ82,F87FG7WBTLMMCQT5,6nLJoIh8DnHHb8VfWPLTA8-1f8WoZ3KyOkCKFeatE3XOt-50RPF9u56C9iqrFrzsaDta,Q5G8Z99W4KGJFH65,6nLJoIh8DnHHb8VfWPLTA8-1f8WoZ3KyOkCKFeatE3XOt-7bjlqA2Ie32pSlBSrMrD57,,,2024-03-03 19:43:59,PST,6nLJoIh8DnHHb8VfWPLTA8-1f8WoZ3KyOkCKFeatE3XOt-7bjlqA2Ie32pSlBSrMrD57,USD,-11.00,PendingDebit,USD,-11.00,0.00,,,,,,,,,,
AffiniPayLLC,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP,8516348271525994,SQNHDDTL38N9TQ82,F87FG7WBTLMMCQT5,6nLJoIh8DnHHb8VfWPLTA8-1f8WoZ3KyOkCKFeatE3XOt-50RPF9u56C9iqrFrzsaDta,KB33G7WPHRQWFL65,6nLJoIh8DnHHb8VfWPLTA8-1f8WoZ3KyOkCKFeatE3XOt-50RPF9u56C9iqrFrzsaDta-capture,,,2024-03-03 19:43:59,PST,6nLJoIh8DnHHb8VfWPLTA8-1f8WoZ3KyOkCKFeatE3XOt-50RPF9u56C9iqrFrzsaDta-capture,USD,21.00,PendingCredit,USD,21.00,0.00,,,,,,,,,,
AffiniPayLLC,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP,8516348271525994,NRNHDDTL38N9TQ82,V2DGZFTHHB4V3ST5,6nLJoIh8DnHHb8VfWPLTA8-1f8WoZ3KyOkCKFeatE3XOt-1Id1AaEl6jbESkP8UVwn43,H77ZBVLC8BL4QM65,6nLJoIh8DnHHb8VfWPLTA8-1f8WoZ3KyOkCKFeatE3XOt-1Id1AaEl6jbESkP8UVwn43-capture,,,2024-03-03 19:43:59,PST,6nLJoIh8DnHHb8VfWPLTA8-1f8WoZ3KyOkCKFeatE3XOt-1Id1AaEl6jbESkP8UVwn43-capture,USD,21.00,PendingCredit,USD,21.00,0.00,,,,,,,,,,
AffiniPayLLC,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP,8516348271525994,B4WKG9F28WK7C782,V2DGZFTHHB4V3ST5,6nLJoIh8DnHHb8VfWPLTA8-1f8WoZ3KyOkCKFeatE3XOt-1Id1AaEl6jbESkP8UVwn43,T3R7SWS5NGM5HW65,6nLJoIh8DnHHb8VfWPLTA8-1f8WoZ3KyOkCKFeatE3XOt-3UD4fp42XX0bVMDH5NL9D6,,,2024-03-03 19:43:59,PST,6nLJoIh8DnHHb8VfWPLTA8-1f8WoZ3KyOkCKFeatE3XOt-3UD4fp42XX0bVMDH5NL9D6,USD,-11.00,PendingDebit,USD,-11.00,0.00,,,,,,,,,,
AffiniPayLLC,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP,8516348271525994,H7GXDDTL38N9TQ82,KNCXDPTNHVGMCQT5,6nLJoIh8DnHHb8VfWPLTA8-1f8WoZ3KyOkCKFeatE3XOt-3ZBFOkuUKCrrADj1FqFsqz,FKWQQFRHBQG5HW65,6nLJoIh8DnHHb8VfWPLTA8-1f8WoZ3KyOkCKFeatE3XOt-3ZBFOkuUKCrrADj1FqFsqz-capture,,,2024-03-03 19:44:01,PST,6nLJoIh8DnHHb8VfWPLTA8-1f8WoZ3KyOkCKFeatE3XOt-3ZBFOkuUKCrrADj1FqFsqz-capture,USD,21.00,PendingCredit,USD,21.00,0.00,,,,,,,,,,
AffiniPayLLC,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP,8516348271525994,W6GXDDTL38N9TQ82,JB2MFTFNJS794WT5,6nLJoIh8DnHHb8VfWPLTA8-1f8WoZ3KyOkCKFeatE3XOt-2A4VW6YJ2CVDr0jNwILAfp,Q4GNRFRHBQG5HW65,6nLJoIh8DnHHb8VfWPLTA8-1f8WoZ3KyOkCKFeatE3XOt-2A4VW6YJ2CVDr0jNwILAfp-capture,,,2024-03-03 19:44:01,PST,6nLJoIh8DnHHb8VfWPLTA8-1f8WoZ3KyOkCKFeatE3XOt-2A4VW6YJ2CVDr0jNwILAfp-capture,USD,21.00,PendingCredit,USD,21.00,0.00,,,,,,,,,,
AffiniPayLLC,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP,8516348271525994,KHN2H9F28WK7C782,KNCXDPTNHVGMCQT5,6nLJoIh8DnHHb8VfWPLTA8-1f8WoZ3KyOkCKFeatE3XOt-3ZBFOkuUKCrrADj1FqFsqz,Z4TCDPT363LWFL65,6nLJoIh8DnHHb8VfWPLTA8-1f8WoZ3KyOkCKFeatE3XOt-5vZNHmJNBfgLhEYOmXXr0f,,,2024-03-03 19:44:01,PST,6nLJoIh8DnHHb8VfWPLTA8-1f8WoZ3KyOkCKFeatE3XOt-5vZNHmJNBfgLhEYOmXXr0f,USD,-21.00,PendingDebit,USD,-21.00,0.00,,,,,,,,,,
AffiniPayLLC,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP,8516348271525994,ZTJLJDTL38N9TQ82,CXXGPF8W2BNL5QT5,6nLJoIh8DnHHb8VfWPLTA8-1f8WoZ3KyOkCKFeatE3XOt-3JYW5XBLl6z6gClIWH9p3X,KP2K8N6HC685XM65,6nLJoIh8DnHHb8VfWPLTA8-1f8WoZ3KyOkCKFeatE3XOt-3JYW5XBLl6z6gClIWH9p3X-capture,,,2024-03-03 19:44:17,PST,6nLJoIh8DnHHb8VfWPLTA8-1f8WoZ3KyOkCKFeatE3XOt-3JYW5XBLl6z6gClIWH9p3X-capture,USD,20.01,PendingCredit,USD,20.01,0.00,,,,,,,,,,
AffiniPayLLC,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP,8516348271525994,RSJLJDTL38N9TQ82,FGSSJPTNHVGMCQT5,6nLJoIh8DnHHb8VfWPLTA8-1f8WoZ3KyOkCKFeatE3XOt-5S2rHNo8oXZDxS33AcMDBe,TNNGJPT363LWFL65,6nLJoIh8DnHHb8VfWPLTA8-1f8WoZ3KyOkCKFeatE3XOt-5S2rHNo8oXZDxS33AcMDBe-capture,,,2024-03-03 19:44:17,PST,6nLJoIh8DnHHb8VfWPLTA8-1f8WoZ3KyOkCKFeatE3XOt-5S2rHNo8oXZDxS33AcMDBe-capture,USD,20.01,PendingCredit,USD,20.01,0.00,,,,,,,,,,
AffiniPayLLC,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP,8516348271525994,CTJLJDTL38N9TQ82,R6HHKTFNJS794WT5,6nLJoIh8DnHHb8VfWPLTA8-1f8WoZ3KyOkCKFeatE3XOt-7Xrtb7mJSdipVoaIHT0jgD,VQS44S79RS9JFH65,6nLJoIh8DnHHb8VfWPLTA8-1f8WoZ3KyOkCKFeatE3XOt-7Xrtb7mJSdipVoaIHT0jgD-capture,,,2024-03-03 19:44:17,PST,6nLJoIh8DnHHb8VfWPLTA8-1f8WoZ3KyOkCKFeatE3XOt-7Xrtb7mJSdipVoaIHT0jgD-capture,USD,20.01,PendingCredit,USD,20.01,0.00,,,,,,,,,,
AffiniPayLLC,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP,8516348271525994,KVJLJDTL38N9TQ82,FGSSJPTNHVGMCQT5,6nLJoIh8DnHHb8VfWPLTA8-1f8WoZ3KyOkCKFeatE3XOt-5S2rHNo8oXZDxS33AcMDBe,TCFR8N6HC685XM65,6nLJoIh8DnHHb8VfWPLTA8-1f8WoZ3KyOkCKFeatE3XOt-36ouU869KT5GTCVtUcIjCd,,,2024-03-03 19:44:17,PST,6nLJoIh8DnHHb8VfWPLTA8-1f8WoZ3KyOkCKFeatE3XOt-36ouU869KT5GTCVtUcIjCd,USD,-20.01,PendingDebit,USD,-20.01,0.00,,,,,,,,,,
AffiniPayLLC,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP,8516348271525994,QLMNL9F28WK7C782,BKN5JPTNHVGMCQT5,6nLJoIh8DnHHb8VfWPLTA8-1f8WoZ3KyOkCKFeatE3XOt-5hahl4ne7g2dZ0Zk6tTIwW,BFWX7LDZBPCSKK65,6nLJoIh8DnHHb8VfWPLTA8-1f8WoZ3KyOkCKFeatE3XOt-5hahl4ne7g2dZ0Zk6tTIwW-capture,,,2024-03-03 19:44:17,PST,6nLJoIh8DnHHb8VfWPLTA8-1f8WoZ3KyOkCKFeatE3XOt-5hahl4ne7g2dZ0Zk6tTIwW-capture,USD,21.00,PendingCredit,USD,21.00,0.00,,,,,,,,,,
AffiniPayLLC,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP,8516348271525994,TSCKMDTL38N9TQ82,FP5GJCHBVJD94WT5,6nLJoIh8DnHHb8VfWPLTA8-1f8WoZ3KyOkCKFeatE3XOt-3jOVNzwHaHeXGJb5v68Z71,N7H384GMNFJSKK65,6nLJoIh8DnHHb8VfWPLTA8-1f8WoZ3KyOkCKFeatE3XOt-3jOVNzwHaHeXGJb5v68Z71-capture,,,2024-03-03 19:44:30,PST,6nLJoIh8DnHHb8VfWPLTA8-1f8WoZ3KyOkCKFeatE3XOt-3jOVNzwHaHeXGJb5v68Z71-capture,USD,21.00,PendingCredit,USD,21.00,0.00,,,,,,,,,,
AffiniPayLLC,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP,8516348271525994,KVLMP9F28WK7C782,HVNM4GTHHB4V3ST5,6nLJoIh8DnHHb8VfWPLTA8-1f8WoZ3KyOkCKFeatE3XOt-5i4975pJyNNSVwQM4QKrhq,GDD794GMNFJSKK65,6nLJoIh8DnHHb8VfWPLTA8-1f8WoZ3KyOkCKFeatE3XOt-5i4975pJyNNSVwQM4QKrhq-capture,,,2024-03-03 19:44:30,PST,6nLJoIh8DnHHb8VfWPLTA8-1f8WoZ3KyOkCKFeatE3XOt-5i4975pJyNNSVwQM4QKrhq-capture,USD,21.00,PendingCredit,USD,21.00,0.00,,,,,,,,,,
AffiniPayLLC,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP,8516348271525994,TVLMP9F28WK7C782,W9NHTBDFNXTQ7RT5,6nLJoIh8DnHHb8VfWPLTA8-1f8WoZ3KyOkCKFeatE3XOt-7NWT3DWBZt3pFqi0rqERaz,VCJV94GMNFJSKK65,6nLJoIh8DnHHb8VfWPLTA8-1f8WoZ3KyOkCKFeatE3XOt-7NWT3DWBZt3pFqi0rqERaz-capture,,,2024-03-03 19:44:30,PST,6nLJoIh8DnHHb8VfWPLTA8-1f8WoZ3KyOkCKFeatE3XOt-7NWT3DWBZt3pFqi0rqERaz-capture,USD,20.01,PendingCredit,USD,20.01,0.00,,,,,,,,,,
AffiniPayLLC,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP,8516348271525994,T6FDPDTL38N9TQ82,LCQX6GQ7STQT3ST5,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-36vx0CBJHvlzzQYhTamKQf,RK3BC4CCZX6SKK65,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-36vx0CBJHvlzzQYhTamKQf-capture,,,2024-03-03 19:44:38,PST,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-36vx0CBJHvlzzQYhTamKQf-capture,USD,30.02,PendingCredit,USD,30.02,0.00,,,,,,,,,,
AffiniPayLLC,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP,8516348271525994,CW3ZQDTL38N9TQ82,S45RB7WBTLMMCQT5,6nLJoIh8DnHHb8VfWPLTA8-1f8WoZ3KyOkCKFeatE3XOt-5a8cu9ftsCqAxDh65IF1aQ,MZQWH685PVD5XM65,6nLJoIh8DnHHb8VfWPLTA8-1f8WoZ3KyOkCKFeatE3XOt-5KkDYeEL9sF2LHbjUG8ptZ,,,2024-03-03 19:44:45,PST,6nLJoIh8DnHHb8VfWPLTA8-1f8WoZ3KyOkCKFeatE3XOt-5KkDYeEL9sF2LHbjUG8ptZ,USD,-20.80,PendingDebit,USD,-20.80,0.00,,,,,,,,,,
AffiniPayLLC,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP,8516348271525994,NNGQT9F28WK7C782,R6HHKTFNJS794WT5,6nLJoIh8DnHHb8VfWPLTA8-1f8WoZ3KyOkCKFeatE3XOt-7Xrtb7mJSdipVoaIHT0jgD,TZZLCLDZBPCSKK65,6nLJoIh8DnHHb8VfWPLTA8-1f8WoZ3KyOkCKFeatE3XOt-5lyAwnw54JpT2lbUk1tCLn,,,2024-03-03 19:44:48,PST,6nLJoIh8DnHHb8VfWPLTA8-1f8WoZ3KyOkCKFeatE3XOt-5lyAwnw54JpT2lbUk1tCLn,USD,-20.01,PendingDebit,USD,-20.01,0.00,,,,,,,,,,
AffiniPayLLC,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP,8516348271525994,R65SSDTL38N9TQ82,VN4SSW69PKHL5QT5,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-5UWMhfbKrewgD81sSaj8mB,DG3CM7SFSBFWFL65,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-5UWMhfbKrewgD81sSaj8mB-capture,,,2024-03-03 19:44:53,PST,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-5UWMhfbKrewgD81sSaj8mB-capture,USD,29.99,PendingCredit,USD,29.99,0.00,,,,,,,,,,
AffiniPayLLC,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP,8516348271525994,J65SSDTL38N9TQ82,FDQX6GQ7STQT3ST5,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-0cnPbigslPARTbkSuWcCM8,QVKHJVH3KT84QM65,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-0cnPbigslPARTbkSuWcCM8-capture,,,2024-03-03 19:44:53,PST,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-0cnPbigslPARTbkSuWcCM8-capture,USD,30.07,PendingCredit,USD,30.07,0.00,,,,,,,,,,
AffiniPayLLC,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP,8516348271525994,C75SSDTL38N9TQ82,NNKWM7S266BMCQT5,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-5FmXIi1E5X1mGeurS7SVZn,L7GJ6B6MF45JFH65,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-5FmXIi1E5X1mGeurS7SVZn-capture,,,2024-03-03 19:44:53,PST,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-5FmXIi1E5X1mGeurS7SVZn-capture,USD,30.02,PendingCredit,USD,30.02,0.00,,,,,,,,,,
AffiniPayLLC,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP,8516348271525994,XN8VV9F28WK7C782,DGWLLVHNVN5SMRT5,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-51sqx1BXHvwVO8mlOCe2g0,F3MBLVH3KT84QM65,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-51sqx1BXHvwVO8mlOCe2g0-capture,,,2024-03-03 19:44:53,PST,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-51sqx1BXHvwVO8mlOCe2g0-capture,USD,30.01,PendingCredit,USD,30.01,0.00,,,,,,,,,,
AffiniPayLLC,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP,8516348271525994,JP8VV9F28WK7C782,XVDK8GQ7STQT3ST5,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-2j1U0uA3wsHLKtgAEZWqpt,HWF43XPTXZ95HW65,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-2j1U0uA3wsHLKtgAEZWqpt-capture,,,2024-03-03 19:44:53,PST,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-2j1U0uA3wsHLKtgAEZWqpt-capture,USD,30.01,PendingCredit,USD,30.01,0.00,,,,,,,,,,
AffiniPayLLC,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP,8516348271525994,S25MCGTL38N9TQ82,C9M4Z5CCZX6SKK65,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-1sd1Cr8KohhEARCgWGY9nq,WCB6KD95ZHJQ7RT5,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-1sd1Cr8KohhEARCgWGY9nq-capture,,,2024-03-03 19:48:01,PST,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-1sd1Cr8KohhEARCgWGY9nq-capture,USD,544.42,PendingCredit,USD,544.42,0.00,,,,,,,,,,
AffiniPayLLC,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP,8516348271525994,NCP2HGTL38N9TQ82,C9LSQHRHBQG5HW65,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-11h2GmgmJJ0XlP1uzI6uIB,WXFRDRTNHVGMCQT5,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-11h2GmgmJJ0XlP1uzI6uIB-capture,,,2024-03-03 19:48:16,PST,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-11h2GmgmJJ0XlP1uzI6uIB-capture,USD,212.72,PendingCredit,USD,212.72,0.00,,,,,,,,,,
AffiniPayLLC,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP,8516348271525994,WQ5SDDF28WK7C782,Q93H5ZHNVN5SMRT5,30RXWQfzsblUJKU6X8pKHs-7Cqe4kACmNklqgbw8cy1Wc-5KMx27et7kiUOyNZBvpkKZ,L8CC7BSFSBFWFL65,30RXWQfzsblUJKU6X8pKHs-7Cqe4kACmNklqgbw8cy1Wc-5KMx27et7kiUOyNZBvpkKZ-capture,,,2024-03-03 19:50:00,PST,30RXWQfzsblUJKU6X8pKHs-7Cqe4kACmNklqgbw8cy1Wc-5KMx27et7kiUOyNZBvpkKZ-capture,USD,1.45,PendingCredit,USD,1.45,0.00,,,,,,,,,,
AffiniPayLLC,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP,8516348271525994,XQPJHDF28WK7C782,S47GB5KM9MBX8N82,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-5dfDdooEK28rhRl1QxmCwL,WHMRZD9W4KGJFH65,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-5dfDdooEK28rhRl1QxmCwL-capture,,,2024-03-03 19:50:12,PST,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-5dfDdooEK28rhRl1QxmCwL-capture,USD,100.00,PendingCredit,USD,100.00,0.00,,,,,,,,,,
